Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoxicillin 1000 500,Prescription,Cream,1000 mg,Dr. Reddy's,Allergy,Anxiolytic
Fluoxetine 1000 4499,Prescription,Capsule,400 mg,Bayer,Heartburn,Anxiolytic
Becosules 2% Plus,OTC,Ointment,2%,GlaxoSmithKline,Diabetes,Corticosteroid
Ramipril 50,Prescription,Drops,250 mg,Glenmark,Depression,Antidiabetic
Loratadine DS 4502,OTC,Drops,750 mg,Merck,Infection,Antiprotozoal
Azithromycin 150 DS,OTC,Ointment,150 mg,Pfizer,Clot prevention,Antidiabetic
Losartan 500 1000,OTC,Injection,500 mg,Alembic,Immunity booster,Anxiolytic
Ibuprofen 200 Plus,OTC,Tablet,200 mg,Alembic,Diabetes,Antihypertensive
Telmisartan XR 4506,Prescription,Syrup,500 mg,Mankind,Clot prevention,Corticosteroid
Paracetamol 500 4507,Prescription,Tablet,150 mg,Bayer,Throat infection,Antihypertensive
Amikacin 375 DS,Prescription,Capsule,375 mg,Intas,Cold & Cough,Antiprotozoal
Ibuprofen 125 Plus,Prescription,Injection,125 mg,Sanofi,Hypertension,Antiprotozoal
Enalapril 2000 SR,Prescription,Syrup,2000 IU,Abbott,Infection,Supplement
Salbutamol 400 Forte,Prescription,Syrup,400 mg,Merck,Hypertension,Antihistamine
Hydrocortisone 4512,OTC,Drops,2000 IU,Sun Pharma,Heartburn,Supplement
Montelukast 125,Prescription,Tablet,125 mg,Dr. Reddy's,Skin infection,Antiprotozoal
Metformin 1000 Forte 4514,OTC,Capsule,1000 mg,Sun Pharma,Throat infection,Supplement
Vitamin D3 400 250,OTC,Syrup,400 mg,Abbott,Allergy,Antacid
Cetirizine XR,Prescription,Capsule,650 mg,Glenmark,Immunity booster,Anxiolytic
Cetirizine 100 1000,OTC,Syrup,100 mg,Aurobindo,Infection,Antihypertensive
Rabeprazole 400 1000,OTC,Tablet,400 mg,Abbott,Skin infection,Corticosteroid
Propranolol 60000 500 4519,Prescription,Syrup,60000 IU,GlaxoSmithKline,Hypertension,Supplement
Losartan 750 DS,Prescription,Drops,750 mg,GlaxoSmithKline,Clot prevention,Analgesic
Clopidogrel 450 SR,Prescription,Cream,450 mg,Merck,Depression,Antacid
Atorvastatin SR 4522,Prescription,Drops,400 mg,Dr. Reddy's,Vitamin deficiency,Antiplatelet
Prednisolone 500 50,Prescription,Tablet,500 mg,Sun Pharma,Skin infection,Antidepressant
Levocetirizine 100 DS,Prescription,Ointment,100 mg,Intas,Edema,Anxiolytic
Rosuvastatin 250 DS,Prescription,Cream,250 mg,Glenmark,Heartburn,Antibiotic
Bisoprolol 250 SR,Prescription,Ointment,250 mg,Glenmark,Bacterial infection,Antidepressant
Ibuprofen 1000 XR 4527,OTC,Tablet,1000 mg,Torrent,Depression,Supplement
Erythromycin 500 XR 4528,OTC,Drops,500 mg,Pfizer,Vitamin deficiency,Antihypertensive
Pantoprazole SR 4529,Prescription,Tablet,325 mg,Novartis,Diabetes,Analgesic
Amlodipine 125 Plus,Prescription,Tablet,125 mg,Cipla Ltd,Blood pressure,Antiplatelet
Becosules 325 4531,Prescription,Cream,325 mg,Zydus,Hypertension,Antiprotozoal
Prednisolone 300 1000,OTC,Cream,300 mg,Cipla,Vitamin deficiency,Antiplatelet
Sertraline 50 50,OTC,Cream,50 mg,Zydus,Depression,Analgesic
Ranitidine 50 Forte,OTC,Cream,50 mg,Zydus,Pain relief,Antihistamine
Metronidazole Forte 4535,OTC,Drops,650 mg,Dr. Reddy's,Diabetes,Corticosteroid
Crocin 650 XR,Prescription,Tablet,650 mg,Mankind,Infection,Antihyperlipidemic
Valsartan Plus 4537,Prescription,Capsule,2000 IU,Novartis,Diabetes,Antihyperlipidemic
Cefuroxime 250 DS,OTC,Tablet,250 mg,Bayer,Depression,Anticoagulant
Warfarin 1000 1000,Prescription,Cream,1000 IU,Lupin,Allergy,Supplement
Paracetamol 300 50,Prescription,Drops,300 mg,Pfizer,Respiratory infection,Supplement
Pantoprazole DS 4541,Prescription,Syrup,125 mg,Merck,Bacterial infection,Antidepressant
Amlodipine Forte 4542,Prescription,Capsule,450 mg,Novartis,Inflammation,Antidepressant
Erythromycin 125 250,Prescription,Tablet,125 mg,Novartis,Skin infection,Antihyperlipidemic
Hydrochlorothiazide 50 4544,OTC,Ointment,600 IU,Mankind,Immunity booster,Analgesic
Furosemide SR 4545,Prescription,Injection,2%,Alkem,Diabetes,Antiprotozoal
Levocetirizine 250 4546,Prescription,Ointment,250 mg,GlaxoSmithKline,Clot prevention,Antacid
Doxycycline 1000 4547,OTC,Cream,50 mg,Abbott,Anxiety,Antiprotozoal
Pantoprazole 450,Prescription,Ointment,450 mg,Mankind,Clot prevention,Antiplatelet
Insulin 125 DS 4549,OTC,Injection,125 mg,Cipla Ltd,Skin infection,Antihistamine
Metronidazole 50 4550,Prescription,Ointment,450 mg,Mankind,Edema,Supplement
Diclofenac 650 SR,OTC,Ointment,650 mg,Dr. Reddy's,Clot prevention,Antihistamine
Dolo Plus 4552,Prescription,Syrup,250 mg,Merck,Blood pressure,Diuretic
Amikacin 4553,OTC,Tablet,150 mg,Bayer,Clot prevention,Antibiotic
Naproxen 375,OTC,Capsule,375 mg,Sanofi,Inflammation,Antacid
Becosules 500 4555,Prescription,Tablet,450 mg,Alembic,Immunity booster,Anticoagulant
Metformin 4556,OTC,Ointment,200 mg,Novartis,Throat infection,Diuretic
Ofloxacin 250 4557,Prescription,Injection,2%,Merck,Depression,Antidiabetic
Furosemide 125 SR,OTC,Syrup,125 mg,Cipla,Blood pressure,Antihypertensive
Warfarin Plus,OTC,Injection,750 mg,Cipla,Infection,Antidepressant
Sertraline 500 4560,Prescription,Drops,1000 mg,Abbott,Heartburn,Diuretic
Simvastatin 400 Plus,OTC,Cream,400 mg,Mankind,Hypertension,Antacid
Omeprazole 2000 DS,OTC,Injection,2000 IU,Bayer,Depression,Antihistamine
Vitamin D3 DS 4563,Prescription,Capsule,125 mg,Lupin,Diabetes,Antiprotozoal
Simvastatin Plus 4564,OTC,Drops,650 mg,Sanofi,Heartburn,Antiplatelet
Dolo 60000 50,Prescription,Capsule,60000 IU,Cipla,Anxiety,Antidiabetic
Levofloxacin 300 50,Prescription,Injection,300 mg,Merck,Pain relief,Antiprotozoal
Metronidazole 50 4567,OTC,Cream,300 mg,Glenmark,Immunity booster,Antihyperlipidemic
Cefixime 400,OTC,Ointment,400 mg,Pfizer,Clot prevention,Anticoagulant
Rosuvastatin Plus 4569,OTC,Cream,750 mg,Intas,Bacterial infection,Corticosteroid
Vitamin C Forte 4570,Prescription,Cream,100 mg,Alembic,Vitamin deficiency,Corticosteroid
Omnacortil 100 SR,Prescription,Drops,100 mg,Bayer,Allergy,Antihypertensive
Rosuvastatin 0.5% DS,Prescription,Injection,0.50%,Torrent,Clot prevention,Antidiabetic
Diazepam 250 250,Prescription,Ointment,250 mg,GlaxoSmithKline,Anxiety,Corticosteroid
Pantoprazole 50 4574,OTC,Drops,1%,Merck,Blood pressure,Antidepressant
Salbutamol 600 SR,OTC,Tablet,600 IU,Cipla,Diabetes,Anxiolytic
Zincovit SR 4576,OTC,Injection,650 mg,Dr. Reddy's,Vitamin deficiency,Antibiotic
Doxycycline 400 500,OTC,Cream,400 mg,Sanofi,Edema,Antibiotic
Salbutamol 50,Prescription,Drops,50 mg,GlaxoSmithKline,Bacterial infection,Anxiolytic
Furosemide 200 SR,Prescription,Drops,200 mg,Intas,Skin infection,Supplement
Clarithromycin SR 4580,Prescription,Tablet,250 mg,Bayer,Diabetes,Anticoagulant
B Complex 100 SR,OTC,Ointment,100 mg,Alkem,Heartburn,Corticosteroid
Rosuvastatin 650 Forte,Prescription,Drops,650 mg,Merck,Clot prevention,Antidiabetic
Ciprofloxacin 600 Plus,Prescription,Cream,600 IU,Merck,Vitamin deficiency,Analgesic
Ciprofloxacin 750 XR,Prescription,Tablet,750 mg,Merck,Clot prevention,Antibiotic
Salbutamol SR,Prescription,Tablet,400 IU,Intas,Cold & Cough,Analgesic
Furosemide Plus 4586,Prescription,Cream,1%,Merck,Depression,Antidiabetic
Pantoprazole 200 XR 4587,OTC,Syrup,200 mg,Sanofi,Throat infection,Antiplatelet
Ofloxacin 400 Forte,Prescription,Ointment,400 IU,Torrent,Skin infection,Antiprotozoal
Ramipril 50 4589,Prescription,Cream,150 mg,Bayer,Skin infection,Antidiabetic
Ciprofloxacin DS 4590,OTC,Drops,1000 mg,Sun Pharma,Clot prevention,Antihyperlipidemic
Insulin Forte 4591,Prescription,Syrup,375 mg,Pfizer,Infection,Antihyperlipidemic
Naproxen 250 4592,OTC,Tablet,250 mg,Intas,Skin infection,Antihyperlipidemic
Enalapril 375 500,OTC,Cream,375 mg,Glenmark,Infection,Antidepressant
Hydralazine 500 DS,OTC,Tablet,500 mg,Sanofi,Heartburn,Supplement
Pantoprazole 400 XR,OTC,Injection,400 IU,Alkem,Pain relief,Antidiabetic
Warfarin 500 4596,OTC,Tablet,400 IU,Torrent,Respiratory infection,Corticosteroid
Enalapril Forte 4597,OTC,Cream,2000 IU,Pfizer,Respiratory infection,Antiprotozoal
Cetirizine 500 4598,Prescription,Cream,0.50%,Aurobindo,Skin infection,Antidiabetic
B Complex 400 500 4599,OTC,Injection,400 mg,Lupin,Allergy,Anxiolytic
Omnacortil 125 50,OTC,Ointment,125 mg,Merck,Fever,Analgesic
Ofloxacin SR 4601,OTC,Capsule,250 mg,Mankind,Skin infection,Antiplatelet
Diazepam 325 Forte,OTC,Tablet,325 mg,Abbott,Throat infection,Corticosteroid
Sertraline 450 1000,OTC,Drops,450 mg,Mankind,Cold & Cough,Antibiotic
Insulin 450 Plus,Prescription,Ointment,450 mg,Pfizer,Infection,Antidiabetic
Vitamin C 200 DS 4605,Prescription,Syrup,200 mg,Mankind,Blood pressure,Antihistamine
Fluoxetine 650 500,OTC,Ointment,650 mg,Mankind,Blood pressure,Corticosteroid
Enalapril SR 4607,Prescription,Capsule,300 mg,Aurobindo,Edema,Antiplatelet
Montelukast 250 500,Prescription,Syrup,250 mg,Merck,Allergy,Supplement
Insulin 2000 Plus 4609,Prescription,Drops,2000 IU,GlaxoSmithKline,Vitamin deficiency,Analgesic
B Complex 600 SR,OTC,Tablet,600 IU,Aurobindo,Respiratory infection,Anxiolytic
Naproxen 4611,Prescription,Syrup,75 mg,Sanofi,Anxiety,Diuretic
Simvastatin 400 DS,OTC,Syrup,400 mg,Novartis,Fever,Antibiotic
Paracetamol 1000 4613,Prescription,Injection,60000 IU,Cipla Ltd,Clot prevention,Corticosteroid
Pantoprazole 650 Plus 4614,OTC,Injection,650 mg,Aurobindo,Blood pressure,Supplement
Metronidazole 1000 Forte 4615,Prescription,Capsule,1000 IU,Abbott,Immunity booster,Antacid
Metoprolol 500 4616,OTC,Injection,650 mg,Intas,Hypertension,Antihyperlipidemic
Levosalbutamol 600 250 4617,OTC,Syrup,600 IU,Cipla,Allergy,Antihypertensive
Aspirin 1000 Plus,Prescription,Tablet,1000 mg,Glenmark,Allergy,Antibiotic
Hydralazine 50 Plus,OTC,Ointment,50 mg,Pfizer,Fever,Anticoagulant
Furosemide 100 50,Prescription,Injection,100 mg,Abbott,Throat infection,Supplement
Ibuprofen 400 50,OTC,Injection,400 mg,Alembic,Clot prevention,Anxiolytic
Dolo 250 4622,Prescription,Cream,250 mg,Bayer,Anxiety,Antiplatelet
Amikacin 50 4623,Prescription,Injection,450 mg,Zydus,Immunity booster,Antibiotic
Propranolol 325 50,Prescription,Tablet,325 mg,Pfizer,Immunity booster,Diuretic
Diazepam 1000 DS,Prescription,Injection,1000 mg,Alkem,Immunity booster,Antidiabetic
Salbutamol 300 SR,Prescription,Injection,300 mg,GlaxoSmithKline,Skin infection,Antiprotozoal
Metoprolol 60000 XR,Prescription,Syrup,60000 IU,GlaxoSmithKline,Clot prevention,Anticoagulant
Enalapril 600 1000,OTC,Ointment,600 IU,Cipla Ltd,Pain relief,Antidepressant
Gentamicin 1000 4629,Prescription,Syrup,1000 IU,GlaxoSmithKline,Diabetes,Antidiabetic
Dolo 450 250,Prescription,Drops,450 mg,Intas,Infection,Anticoagulant
Dolo 200 Plus,OTC,Ointment,200 mg,Merck,Diabetes,Antihyperlipidemic
Ranitidine 50 4632,Prescription,Syrup,75 mg,Abbott,Heartburn,Antihistamine
Hydrochlorothiazide Forte 4633,Prescription,Syrup,1000 IU,Intas,Blood pressure,Analgesic
Diazepam 0.5% 250,OTC,Cream,0.50%,Sanofi,Fever,Antiplatelet
Aspirin 1000 4635,OTC,Ointment,400 mg,Merck,Heartburn,Antidiabetic
Ramipril 1000 250,OTC,Ointment,1000 mg,Pfizer,Skin infection,Supplement
Ibuprofen 1000 50,Prescription,Syrup,1000 mg,Cipla,Pain relief,Antidepressant
Cefixime Plus 4638,Prescription,Drops,450 mg,Mankind,Cold & Cough,Supplement
Cetirizine 50 4639,OTC,Injection,400 IU,Cipla Ltd,Immunity booster,Anxiolytic
Levocetirizine 150 SR,OTC,Syrup,150 mg,Alembic,Skin infection,Antihypertensive
Ibuprofen DS 4641,Prescription,Injection,100 mg,Zydus,Infection,Antidiabetic
Vitamin D3 750 DS,Prescription,Cream,750 mg,Lupin,Inflammation,Corticosteroid
Ramipril 1000 4643,Prescription,Tablet,75 mg,Merck,Vitamin deficiency,Anxiolytic
Doxycycline 50 Forte 4644,Prescription,Syrup,50 mg,Cipla Ltd,Clot prevention,Antihyperlipidemic
Vitamin C 450 1000,Prescription,Drops,450 mg,Cipla,Respiratory infection,Antibiotic
Propranolol Forte,Prescription,Capsule,2000 IU,Lupin,Hypertension,Antiplatelet
Amlodipine 300 DS,OTC,Ointment,300 mg,Dr. Reddy's,Clot prevention,Diuretic
Rosuvastatin 0.5% 1000,OTC,Tablet,0.50%,Alembic,Inflammation,Antihyperlipidemic
Combiflam 125 XR,OTC,Ointment,125 mg,Pfizer,Heartburn,Anticoagulant
Amoxicillin 250 1000,Prescription,Drops,250 mg,Novartis,Heartburn,Diuretic
Vitamin C 1% 1000,OTC,Cream,1%,Sanofi,Throat infection,Antihistamine
Ofloxacin 500 250,Prescription,Syrup,500 mg,Intas,Respiratory infection,Antidiabetic
Levosalbutamol 400 Forte,OTC,Syrup,400 mg,Bayer,Clot prevention,Antiprotozoal
Ofloxacin 50 SR,OTC,Syrup,50 mg,Aurobindo,Cold & Cough,Anxiolytic
Warfarin 1000,Prescription,Capsule,400 mg,Torrent,Vitamin deficiency,Antidiabetic
Warfarin Plus 4656,OTC,Cream,1000 mg,Cipla,Hypertension,Antacid
Rosuvastatin 375 XR,OTC,Ointment,375 mg,Bayer,Anxiety,Anticoagulant
Crocin 50 XR,OTC,Injection,50 mg,Zydus,Infection,Antihistamine
Salbutamol 650 DS,Prescription,Tablet,650 mg,Alkem,Edema,Antidepressant
Cefixime DS 4660,Prescription,Syrup,75 mg,Aurobindo,Anxiety,Analgesic
Rosuvastatin 1000 4661,OTC,Injection,150 mg,Intas,Cold & Cough,Antidepressant
Amoxicillin 250 4662,Prescription,Injection,375 mg,GlaxoSmithKline,Bacterial infection,Analgesic
Valsartan 2000 Forte,OTC,Injection,2000 IU,Alembic,Clot prevention,Antihyperlipidemic
Enalapril SR 4664,OTC,Injection,400 mg,Sun Pharma,Bacterial infection,Anxiolytic
Dolo Forte 4665,OTC,Syrup,375 mg,Alkem,Cold & Cough,Antidepressant
Bisoprolol 250 4666,OTC,Ointment,300 mg,Sun Pharma,Pain relief,Antacid
Clarithromycin 50 Forte 4667,Prescription,Injection,50 mg,Dr. Reddy's,Vitamin deficiency,Antibiotic
Combiflam 500 4668,Prescription,Tablet,500 mg,Intas,Inflammation,Antiplatelet
Rosuvastatin 500 4669,OTC,Injection,1000 mg,Pfizer,Blood pressure,Antiprotozoal
Fluoxetine 50 XR 4670,Prescription,Injection,50 mg,Cipla Ltd,Diabetes,Antidepressant
Levocetirizine 75 1000,Prescription,Syrup,75 mg,Alkem,Throat infection,Supplement
Pantoprazole 125 DS 4672,Prescription,Capsule,125 mg,Pfizer,Diabetes,Antihyperlipidemic
Vitamin D3 750 250,OTC,Ointment,750 mg,Intas,Respiratory infection,Antiprotozoal
Aspirin 1% 50,OTC,Cream,1%,Sun Pharma,Inflammation,Antidepressant
Warfarin 400 50 4675,OTC,Drops,400 IU,Abbott,Infection,Corticosteroid
Levofloxacin 650 500,Prescription,Capsule,650 mg,Sanofi,Infection,Antacid
Bisoprolol 650 Plus,Prescription,Syrup,650 mg,Zydus,Respiratory infection,Antihyperlipidemic
Vitamin C Plus 4678,OTC,Cream,450 mg,Pfizer,Cold & Cough,Antacid
Loratadine DS 4679,Prescription,Cream,125 mg,Sun Pharma,Depression,Anticoagulant
Warfarin 600 500,OTC,Ointment,600 IU,Aurobindo,Heartburn,Antidiabetic
Crocin 50 4681,Prescription,Capsule,400 mg,Merck,Throat infection,Analgesic
Cefuroxime 125 500,Prescription,Ointment,125 mg,Alkem,Fever,Corticosteroid
Cetirizine 250 250,Prescription,Capsule,250 mg,Glenmark,Respiratory infection,Antihistamine
Metronidazole XR 4684,Prescription,Drops,150 mg,Mankind,Infection,Antihypertensive
Sertraline 2% Plus 4685,OTC,Ointment,2%,Cipla,Inflammation,Antidepressant
Clarithromycin 2% Plus,OTC,Ointment,2%,Merck,Vitamin deficiency,Analgesic
Clopidogrel 250 4687,Prescription,Drops,60000 IU,Novartis,Allergy,Anxiolytic
Paracetamol 100 500,OTC,Capsule,100 mg,Alembic,Pain relief,Anxiolytic
Ofloxacin 250 SR 4689,OTC,Drops,250 mg,Abbott,Hypertension,Supplement
Furosemide 300 SR,Prescription,Capsule,300 mg,Bayer,Edema,Antiprotozoal
Loratadine 250 4691,Prescription,Cream,650 mg,Novartis,Diabetes,Anticoagulant
Salbutamol Plus 4692,Prescription,Ointment,750 mg,Alembic,Inflammation,Antidepressant
Pantoprazole 50 4693,OTC,Injection,250 mg,Merck,Respiratory infection,Antidepressant
Hydrochlorothiazide 500 500 4694,Prescription,Drops,500 mg,Cipla Ltd,Fever,Antiprotozoal
Naproxen DS 4695,OTC,Ointment,650 mg,Dr. Reddy's,Pain relief,Antihypertensive
Metformin 250 4696,Prescription,Injection,250 mg,Cipla Ltd,Fever,Antihistamine
Crocin 250 Plus,OTC,Capsule,250 mg,Torrent,Diabetes,Antidepressant
Doxycycline 125 XR,Prescription,Cream,125 mg,Cipla,Allergy,Antihypertensive
Vitamin C SR 4699,OTC,Cream,125 mg,Novartis,Cold & Cough,Antidepressant
Enalapril 0.5% DS,Prescription,Ointment,0.50%,Abbott,Inflammation,Antidiabetic
Sertraline 300 XR,OTC,Ointment,300 mg,Glenmark,Inflammation,Corticosteroid
Atorvastatin 650 4702,Prescription,Ointment,650 mg,Dr. Reddy's,Immunity booster,Anxiolytic
Metronidazole 500 DS,OTC,Injection,500 mg,Dr. Reddy's,Hypertension,Antacid
Enalapril 150 500 4704,Prescription,Tablet,150 mg,Aurobindo,Hypertension,Diuretic
Pantoprazole 250 4705,OTC,Syrup,0.50%,Sun Pharma,Throat infection,Antihyperlipidemic
Metformin 75,Prescription,Ointment,75 mg,Cipla Ltd,Inflammation,Antidiabetic
Simvastatin 100 4707,Prescription,Drops,100 mg,GlaxoSmithKline,Allergy,Diuretic
Pantoprazole 250 4708,OTC,Cream,650 mg,Torrent,Throat infection,Antiplatelet
Atorvastatin 200 250,OTC,Injection,200 mg,Abbott,Clot prevention,Antihypertensive
Azithromycin 750 1000,Prescription,Ointment,750 mg,Torrent,Inflammation,Analgesic
Ranitidine 150 50 4711,OTC,Syrup,150 mg,Sanofi,Allergy,Supplement
Levosalbutamol 4712,Prescription,Injection,200 mg,Alembic,Bacterial infection,Diuretic
Doxycycline 200 500,OTC,Injection,200 mg,Abbott,Blood pressure,Antibiotic
Hydrochlorothiazide 0.5% DS,OTC,Capsule,0.50%,Mankind,Inflammation,Antidiabetic
Ofloxacin 1% SR,OTC,Syrup,1%,Intas,Immunity booster,Antiplatelet
Naproxen 450 Plus,OTC,Cream,450 mg,Aurobindo,Skin infection,Corticosteroid
Combiflam 750 DS,OTC,Injection,750 mg,Intas,Allergy,Anxiolytic
Rabeprazole 250 Plus,OTC,Injection,250 mg,GlaxoSmithKline,Respiratory infection,Antidepressant
Cefixime DS 4719,Prescription,Cream,325 mg,Abbott,Blood pressure,Antidiabetic
Clopidogrel 4720,OTC,Cream,1000 mg,Intas,Pain relief,Anxiolytic
Ranitidine 150 XR,OTC,Ointment,150 mg,Abbott,Respiratory infection,Anticoagulant
Cefuroxime 250 1000,OTC,Ointment,250 mg,GlaxoSmithKline,Throat infection,Anticoagulant
Hydrocortisone 75 Plus,Prescription,Tablet,75 mg,Lupin,Cold & Cough,Antidepressant
Ranitidine Forte 4724,Prescription,Capsule,50 mg,Dr. Reddy's,Skin infection,Analgesic
Naproxen 50 4725,OTC,Ointment,500 mg,Sanofi,Skin infection,Diuretic
Simvastatin 500 Forte,OTC,Cream,500 mg,Mankind,Heartburn,Antibiotic
Paracetamol 750 XR,Prescription,Syrup,750 mg,Bayer,Depression,Analgesic
Levofloxacin 450 XR,OTC,Cream,450 mg,Cipla,Fever,Diuretic
Bisoprolol DS 4729,OTC,Drops,750 mg,GlaxoSmithKline,Allergy,Corticosteroid
Hydrocortisone 450 Forte,Prescription,Capsule,450 mg,GlaxoSmithKline,Allergy,Antacid
Losartan 50 Forte,OTC,Ointment,50 mg,Novartis,Skin infection,Antidiabetic
Amlodipine 4732,OTC,Capsule,400 mg,Alembic,Inflammation,Antihyperlipidemic
Pantoprazole 750 Forte,Prescription,Tablet,750 mg,Alembic,Inflammation,Analgesic
Clopidogrel 400 500,OTC,Drops,400 mg,Merck,Cold & Cough,Antiprotozoal
Montelukast 450 500 4735,OTC,Syrup,450 mg,Novartis,Edema,Antiprotozoal
Insulin 125 50,OTC,Tablet,125 mg,Merck,Diabetes,Antihistamine
Enalapril 325 XR,Prescription,Tablet,325 mg,Dr. Reddy's,Anxiety,Anxiolytic
Propranolol 1000 4738,Prescription,Injection,450 mg,Torrent,Infection,Antiprotozoal
Naproxen Forte 4739,Prescription,Tablet,1000 mg,Intas,Fever,Antidepressant
Hydrocortisone 250 4740,Prescription,Drops,375 mg,Sun Pharma,Blood pressure,Antihistamine
Furosemide 4741,OTC,Injection,50 mg,Sanofi,Infection,Antidiabetic
Ibuprofen 75 250 4742,OTC,Injection,75 mg,Torrent,Blood pressure,Antihypertensive
Ramipril 100 XR,OTC,Capsule,100 mg,Glenmark,Clot prevention,Anticoagulant
Metronidazole 1% DS,OTC,Tablet,1%,Intas,Infection,Antidepressant
Gentamicin DS 4745,OTC,Drops,150 mg,Bayer,Blood pressure,Diuretic
Pantoprazole 400 SR,Prescription,Capsule,400 IU,Alkem,Allergy,Antacid
Pantoprazole XR 4747,Prescription,Syrup,1000 IU,Alembic,Skin infection,Supplement
Pantoprazole 60000 Plus,OTC,Ointment,60000 IU,Sun Pharma,Throat infection,Antiprotozoal
Hydrochlorothiazide Plus,Prescription,Cream,100 mg,Alkem,Skin infection,Analgesic
Dolo 1000 4750,OTC,Drops,60000 IU,Glenmark,Cold & Cough,Antihyperlipidemic
Crocin 2000 Plus,OTC,Tablet,2000 IU,Merck,Anxiety,Supplement
Zincovit 300 DS,Prescription,Ointment,300 mg,Alkem,Inflammation,Corticosteroid
Doxycycline 4753,Prescription,Tablet,400 mg,Zydus,Heartburn,Antidiabetic
Rabeprazole XR 4754,Prescription,Drops,2%,Abbott,Diabetes,Corticosteroid
Naproxen 2%,OTC,Drops,2%,Merck,Blood pressure,Supplement
Diazepam 500 DS 4756,OTC,Tablet,500 mg,Alkem,Diabetes,Anxiolytic
Naproxen DS 4757,Prescription,Syrup,325 mg,Merck,Immunity booster,Antihypertensive
Becosules 1000 Forte 4758,Prescription,Tablet,1000 mg,Zydus,Throat infection,Antiplatelet
Gentamicin DS 4759,OTC,Drops,450 mg,Merck,Vitamin deficiency,Analgesic
Zincovit 600,OTC,Drops,600 IU,Zydus,Bacterial infection,Antihistamine
Montelukast 750 250,OTC,Drops,750 mg,Cipla Ltd,Respiratory infection,Antihyperlipidemic
Diazepam 450,Prescription,Injection,450 mg,Intas,Hypertension,Antiplatelet
Metformin 150 1000,OTC,Injection,150 mg,Torrent,Cold & Cough,Anticoagulant
Salbutamol SR 4764,OTC,Tablet,650 mg,Cipla Ltd,Respiratory infection,Diuretic
Becosules 2000,Prescription,Cream,2000 IU,Cipla Ltd,Fever,Antiplatelet
Rabeprazole 1000 4766,Prescription,Cream,2%,Torrent,Infection,Corticosteroid
Losartan 0.5% SR,Prescription,Cream,0.50%,Mankind,Blood pressure,Antihyperlipidemic
Gentamicin 100 SR,Prescription,Injection,100 mg,Merck,Hypertension,Antihistamine
Paracetamol Forte 4769,Prescription,Tablet,450 mg,Pfizer,Allergy,Anxiolytic
B Complex 1% XR,Prescription,Ointment,1%,Dr. Reddy's,Clot prevention,Antidepressant
Cefuroxime 250 500,Prescription,Capsule,250 mg,Merck,Depression,Antihyperlipidemic
Valsartan XR 4772,OTC,Cream,375 mg,Alkem,Allergy,Analgesic
Vitamin D3 1000 50,Prescription,Drops,1000 mg,Novartis,Edema,Antibiotic
Montelukast 400 50,Prescription,Cream,400 mg,Mankind,Vitamin deficiency,Antihypertensive
